level,entryId,term,reading,meaningEn,meaningViDraft
N2,n2_tanos_0228,御中,おんちゅう,"and Company, Messrs",công ty; [VI cần duyệt] Messrs
N2,n2_tanos_0230,蚊,か,mosquito,[VI cần duyệt] mosquito
N2,n2_tanos_0231,カーブ,カーブ,"curve, curve ball",[VI cần duyệt] curve; [VI cần duyệt] curve ball
N2,n2_tanos_0232,貝,かい,"shell, shellfish",[VI cần duyệt] shell; [VI cần duyệt] shellfish
N2,n2_tanos_0233,開会,かいかい,opening of a meeting,[VI cần duyệt] opening of a meeting
N2,n2_tanos_0234,会館,かいかん,"meeting hall, assembly hall",[VI cần duyệt] meeting hall; [VI cần duyệt] assembly hall
N2,n2_tanos_0235,改札,かいさつ,examination of tickets,[VI cần duyệt] examination of tickets
N2,n2_tanos_0236,解散,かいさん,"breakup, dissolution",[VI cần duyệt] breakup; [VI cần duyệt] dissolution
N2,n2_tanos_0237,海水浴,かいすいよく,"sea bathing, seawater bath",[VI cần duyệt] sea bathing; [VI cần duyệt] seawater bath
N2,n2_tanos_0238,回数,かいすう,"number of times, frequency",[VI cần duyệt] number of times; [VI cần duyệt] frequency
N2,n2_tanos_0239,回数券,かいすうけん,book of tickets,[VI cần duyệt] book of tickets
N2,n2_tanos_0240,改正,かいせい,"revision, amendment, alteration",[VI cần duyệt] revision; [VI cần duyệt] amendment; [VI cần duyệt] alteration
N2,n2_tanos_0241,快晴,かいせい,good weather,[VI cần duyệt] good weather
N2,n2_tanos_0242,解説,かいせつ,"explanation, commentary",giải thích; [VI cần duyệt] commentary
N2,n2_tanos_0243,改造,かいぞう,"remodeling, modding",[VI cần duyệt] remodeling; [VI cần duyệt] modding
N2,n2_tanos_0244,開通,かいつう,"opening, open",[VI cần duyệt] opening; [VI cần duyệt] open
N2,n2_tanos_0245,回転,かいてん,"rotation, revolution, turning",[VI cần duyệt] rotation; [VI cần duyệt] revolution; [VI cần duyệt] turning
N2,n2_tanos_0246,解答,かいとう,"answer, solution",câu trả lời; [VI cần duyệt] solution
N2,n2_tanos_0247,回答,かいとう,"reply, answer",[VI cần duyệt] reply; câu trả lời
N2,n2_tanos_0248,外部,がいぶ,"the outside, external",bên ngoài; [VI cần duyệt] external
N2,n2_tanos_0249,解放,かいほう,"release, liberation, emancipation",[VI cần duyệt] release; [VI cần duyệt] liberation; [VI cần duyệt] emancipation
N2,n2_tanos_0250,開放,かいほう,"open, throw open, liberalization",[VI cần duyệt] open; [VI cần duyệt] throw open; [VI cần duyệt] liberalization
N2,n2_tanos_0251,海洋,かいよう,ocean,[VI cần duyệt] ocean
N2,n2_tanos_0252,概論,がいろん,"intro, outline, general remarks",[VI cần duyệt] intro; [VI cần duyệt] outline; [VI cần duyệt] general remarks
N2,n2_tanos_0253,帰す,かえす,to send back,[VI cần duyệt] to send back
N2,n2_tanos_0254,却って,かえって,"on the contrary, rather, all the more, instead",[VI cần duyệt] on the contrary; [VI cần duyệt] rather; [VI cần duyệt] all the more; [VI cần duyệt] instead
N2,n2_tanos_0255,代える,かえる,"to exchange, to interchange, to substitute, to replace",[VI cần duyệt] to exchange; [VI cần duyệt] to interchange; [VI cần duyệt] to substitute; [VI cần duyệt] to replace
N2,n2_tanos_0256,反る,かえる,"to warp, to be warped, to curve",[VI cần duyệt] to warp; [VI cần duyệt] to be warped; [VI cần duyệt] to curve
N2,n2_tanos_0258,係わる,かかわる,"to concern oneself in, to have to do with, to affect, to influence, to stick to",[VI cần duyệt] to concern oneself in; [VI cần duyệt] to have to do with; [VI cần duyệt] to affect; ảnh hưởng; [VI cần duyệt] to stick to
N2,n2_tanos_0259,書留,かきとめ,"writing down, putting on record, recording, making a note of, registration",[VI cần duyệt] writing down; [VI cần duyệt] putting on record; [VI cần duyệt] recording; [VI cần duyệt] making a note of; [VI cần duyệt] registration
N2,n2_tanos_0260,書取,かきとり,dictation,[VI cần duyệt] dictation
N2,n2_tanos_0261,垣根,かきね,hedge,[VI cần duyệt] hedge
N2,n2_tanos_0262,掻く,かく,"to scratch, to perspire",[VI cần duyệt] to scratch; [VI cần duyệt] to perspire
N2,n2_tanos_0263,嗅ぐ,かぐ,"to sniff, to smell",[VI cần duyệt] to sniff; [VI cần duyệt] to smell
N2,n2_tanos_0264,架空,かくう,"aerial, overhead, fiction, fanciful",[VI cần duyệt] aerial; [VI cần duyệt] overhead; [VI cần duyệt] fiction; [VI cần duyệt] fanciful
N2,n2_tanos_0265,各自,かくじ,"individual, each",[VI cần duyệt] individual; [VI cần duyệt] each
N2,n2_tanos_0266,拡充,かくじゅう,expansion,[VI cần duyệt] expansion
N2,n2_tanos_0267,学術,がくじゅつ,"science, learning, scholarship",khoa học; [VI cần duyệt] learning; [VI cần duyệt] scholarship
N2,n2_tanos_0268,各地,かくち,"every place, various places",[VI cần duyệt] every place; [VI cần duyệt] various places
N2,n2_tanos_0269,拡張,かくちょう,"expansion, extension, enlargement, escape",[VI cần duyệt] expansion; [VI cần duyệt] extension; [VI cần duyệt] enlargement; [VI cần duyệt] escape
N2,n2_tanos_0270,角度,かくど,angle,[VI cần duyệt] angle
N2,n2_tanos_0271,学年,がくねん,"year in school, grade in school",[VI cần duyệt] year in school; [VI cần duyệt] grade in school
N2,n2_tanos_0272,学部,がくぶ,"department of a university, undergraduate",[VI cần duyệt] department of a university; [VI cần duyệt] undergraduate
N2,n2_tanos_0273,格別,かくべつ,exceptional,[VI cần duyệt] exceptional
N2,n2_tanos_0274,確率,かくりつ,probability,[VI cần duyệt] probability
N2,n2_tanos_0275,学力,がくりょく,"scholarship, knowledge, literary ability",[VI cần duyệt] scholarship; kiến thức; [VI cần duyệt] literary ability
N2,n2_tanos_0276,掛け算,かけざん,multiplication,[VI cần duyệt] multiplication
N2,n2_tanos_0277,可決,かけつ,"approval, adoption , passage",chấp thuận; [VI cần duyệt] adoption; [VI cần duyệt] passage
N2,n2_tanos_0278,火口,かこう,"a burner, origin of a fire",[VI cần duyệt] a burner; [VI cần duyệt] origin of a fire
N2,n2_tanos_0279,下降,かこう,"downward, descent, fall, drop, subsidence",[VI cần duyệt] downward; [VI cần duyệt] descent; [VI cần duyệt] fall; [VI cần duyệt] drop; [VI cần duyệt] subsidence
N2,n2_tanos_0280,重なる,かさなる,"to be piled up, lie on top of one another, overlap each other",[VI cần duyệt] to be piled up; [VI cần duyệt] lie on top of one another; [VI cần duyệt] overlap each other
N2,n2_tanos_0281,重ねる,かさねる,"to pile up, to put something on another, to heap up, to add, to repeat",[VI cần duyệt] to pile up; [VI cần duyệt] to put something on another; [VI cần duyệt] to heap up; [VI cần duyệt] to add; [VI cần duyệt] to repeat
N2,n2_tanos_0282,飾り,かざり,decoration,[VI cần duyệt] decoration
N2,n2_tanos_0283,火山,かざん,volcano,[VI cần duyệt] volcano
N2,n2_tanos_0284,かしこまりました,かしこまりました,certainly!,[VI cần duyệt] certainly!
N2,n2_tanos_0285,貸し出し,かしだし,"lending, loaning",[VI cần duyệt] lending; [VI cần duyệt] loaning
N2,n2_tanos_0286,過失,かしつ,"error, blunder, accident",sai sót; [VI cần duyệt] blunder; [VI cần duyệt] accident
N2,n2_tanos_0287,果実,かじつ,"fruit, nut, berry",[VI cần duyệt] fruit; [VI cần duyệt] nut; [VI cần duyệt] berry
N2,n2_tanos_0288,貸間,かしま,room to let,[VI cần duyệt] room to let
N2,n2_tanos_0289,貸家,かしや,house for rent,[VI cần duyệt] house for rent
N2,n2_tanos_0290,個所,かしょ,"passage, place, point, part",[VI cần duyệt] passage; nơi chốn; [VI cần duyệt] point; [VI cần duyệt] part
N2,n2_tanos_0291,過剰,かじょう,"excess, over-",[VI cần duyệt] excess; [VI cần duyệt] over-
N2,n2_tanos_0292,かじる,かじる,"to chew, to bite , to gnaw, to nibble",[VI cần duyệt] to chew; [VI cần duyệt] to bite; [VI cần duyệt] to gnaw; [VI cần duyệt] to nibble
N2,n2_tanos_0293,課税,かぜい,taxation,[VI cần duyệt] taxation
N2,n2_tanos_0294,下線,かせん,"underline, underscore",[VI cần duyệt] underline; [VI cần duyệt] underscore
N2,n2_tanos_0295,カセット,カセット,cassette,[VI cần duyệt] cassette
N2,n2_tanos_0296,加速,かそく,acceleration,[VI cần duyệt] acceleration
N2,n2_tanos_0297,加速度,かそくど,acceleration,[VI cần duyệt] acceleration
N2,n2_tanos_0298,固い,かたい,"stubborn, firm",[VI cần duyệt] stubborn; [VI cần duyệt] firm
N2,n2_tanos_0299,堅い,かたい,"hard , steadfast, honorable, stuffy writing",[VI cần duyệt] hard; [VI cần duyệt] steadfast; [VI cần duyệt] honorable; [VI cần duyệt] stuffy writing
N2,n2_tanos_0300,片仮名,かたかな,katakana,[VI cần duyệt] katakana
N2,n2_tanos_0301,片付く,かたづく,"to put in order, to dispose of, to solve",[VI cần duyệt] to put in order; [VI cần duyệt] to dispose of; [VI cần duyệt] to solve
N2,n2_tanos_0302,塊,かたまり,"lump, mass, clod, cluster",[VI cần duyệt] lump; [VI cần duyệt] mass; [VI cần duyệt] clod; [VI cần duyệt] cluster
N2,n2_tanos_0303,固まる,かたまる,"to harden, to solidify, to become firm, to become certain",[VI cần duyệt] to harden; [VI cần duyệt] to solidify; [VI cần duyệt] to become firm; [VI cần duyệt] to become certain
N2,n2_tanos_0304,片道,かたみち,one-way,[VI cần duyệt] one-way
N2,n2_tanos_0305,傾く,かたむく,"to incline toward, to slant, to lurch",[VI cần duyệt] to incline toward; [VI cần duyệt] to slant; [VI cần duyệt] to lurch
N2,n2_tanos_0306,片寄る,かたよる,"to be one-sided, to incline, to be partial",[VI cần duyệt] to be one-sided; [VI cần duyệt] to incline; [VI cần duyệt] to be partial
N2,n2_tanos_0307,学科,がっか,"study subject, course of study",[VI cần duyệt] study subject; [VI cần duyệt] course of study
N2,n2_tanos_0308,学会,がっかい,"scientific society, academic meeting",[VI cần duyệt] scientific society; [VI cần duyệt] academic meeting
N2,n2_tanos_0309,楽器,がっき,musical instrument,[VI cần duyệt] musical instrument
N2,n2_tanos_0310,学級,がっきゅう,grade in school,[VI cần duyệt] grade in school
N2,n2_tanos_0311,担ぐ,かつぐ,"to shoulder, to carry on shoulder",[VI cần duyệt] to shoulder; [VI cần duyệt] to carry on shoulder
N2,n2_tanos_0312,括弧,かっこ,"parenthesis, brackets",[VI cần duyệt] parenthesis; [VI cần duyệt] brackets
N2,n2_tanos_0313,活字,かつじ,printing type,[VI cần duyệt] printing type
N2,n2_tanos_0315,活力,かつりょく,"vitality, energy",[VI cần duyệt] vitality; [VI cần duyệt] energy
N2,n2_tanos_0316,仮定,かてい,"assumption, supposition, hypothesis",[VI cần duyệt] assumption; [VI cần duyệt] supposition; [VI cần duyệt] hypothesis
N2,n2_tanos_0317,過程,かてい,process,[VI cần duyệt] process
N2,n2_tanos_0318,課程,かてい,"course, curriculum",[VI cần duyệt] course; [VI cần duyệt] curriculum
N2,n2_tanos_0319,仮名,かな,"alias, pseudonym, pen name",[VI cần duyệt] alias; [VI cần duyệt] pseudonym; [VI cần duyệt] pen name
N2,n2_tanos_0320,仮名遣い,かなづかい,"kana orthography, syllabary spelling",[VI cần duyệt] kana orthography; [VI cần duyệt] syllabary spelling
N2,n2_tanos_0321,鐘,かね,"bell, chime",[VI cần duyệt] bell; [VI cần duyệt] chime
N2,n2_tanos_0322,加熱,かねつ,heating,[VI cần duyệt] heating
N2,n2_tanos_0323,兼ねる,かねる,"to hold , to serve, to be unable",[VI cần duyệt] to hold; [VI cần duyệt] to serve; [VI cần duyệt] to be unable
N2,n2_tanos_0324,カバー,カバー,cover,[VI cần duyệt] cover
N2,n2_tanos_0325,過半数,かはんすう,majority,[VI cần duyệt] majority
N2,n2_tanos_0326,被せる,かぶせる,to cover,[VI cần duyệt] to cover
N2,n2_tanos_0327,釜,かま,"iron pot, kettle",[VI cần duyệt] iron pot; [VI cần duyệt] kettle
N2,n2_tanos_0328,紙屑,かみくず,wastepaper,[VI cần duyệt] wastepaper
N2,n2_tanos_0329,神様,かみさま,god,[VI cần duyệt] god
N2,n2_tanos_0330,剃刀,かみそり,razor,[VI cần duyệt] razor
N2,n2_tanos_0331,ガム,ガム,chewing gum,[VI cần duyệt] chewing gum
N2,n2_tanos_0332,貨物,かもつ,"cargo, freight",[VI cần duyệt] cargo; [VI cần duyệt] freight
N2,n2_tanos_0333,かゆい,かゆい,"itchy, itching",[VI cần duyệt] itchy; [VI cần duyệt] itching
N2,n2_tanos_0334,歌謡,かよう,"song, ballad",[VI cần duyệt] song; [VI cần duyệt] ballad
N2,n2_tanos_0335,殻,から,"shell, husk, hull, chaff",[VI cần duyệt] shell; [VI cần duyệt] husk; [VI cần duyệt] hull; [VI cần duyệt] chaff
N2,n2_tanos_0336,カラー,カラー,"collar, color, colour",[VI cần duyệt] collar; màu sắc; [VI cần duyệt] colour
N2,n2_tanos_0337,からかう,からかう,"to ridicule, to tease, to banter with, to make fun of",[VI cần duyệt] to ridicule; [VI cần duyệt] to tease; [VI cần duyệt] to banter with; [VI cần duyệt] to make fun of
N2,n2_tanos_0338,空っぽ,からっぽ,"empty, vacant, hollow",[VI cần duyệt] empty; [VI cần duyệt] vacant; [VI cần duyệt] hollow
N2,n2_tanos_0339,かるた,かるた,playing cards,[VI cần duyệt] playing cards
N2,n2_tanos_0340,枯れる,かれる,"to wither, to die , to be blasted",[VI cần duyệt] to wither; chết; [VI cần duyệt] to be blasted
N2,n2_tanos_0341,カロリー,カロリー,calorie,[VI cần duyệt] calorie
N2,n2_tanos_0342,かわいがる,かわいがる,"to love, to be affectionate",tình yêu; [VI cần duyệt] to be affectionate
N2,n2_tanos_0343,乾かす,かわかす,"to dry , to desiccate",[VI cần duyệt] to dry; [VI cần duyệt] to desiccate
N2,n2_tanos_0344,渇く,かわく,to be thirsty,[VI cần duyệt] to be thirsty
N2,n2_tanos_0345,為替,かわせ,"money order, exchange",[VI cần duyệt] money order; [VI cần duyệt] exchange
N2,n2_tanos_0346,瓦,かわら,roof tile,[VI cần duyệt] roof tile
N2,n2_tanos_0347,代る,かわる,"to take the place of, to relieve, to be substituted for",[VI cần duyệt] to take the place of; [VI cần duyệt] to relieve; [VI cần duyệt] to be substituted for
N2,n2_tanos_0348,間隔,かんかく,"space, interval, SPC",[VI cần duyệt] space; [VI cần duyệt] interval; [VI cần duyệt] SPC
N2,n2_tanos_0349,換気,かんき,ventilation,[VI cần duyệt] ventilation
N2,n2_tanos_0350,感激,かんげき,"deep emotion, impression, inspiration",[VI cần duyệt] deep emotion; ấn tượng; [VI cần duyệt] inspiration
N2,n2_tanos_0352,鑑賞,かんしょう,appreciation,[VI cần duyệt] appreciation
N2,n2_tanos_0353,感ずる,かんずる,"to feel, to sense",cảm thấy; [VI cần duyệt] to sense
N2,n2_tanos_0354,間接,かんせつ,"indirection, indirectness",[VI cần duyệt] indirection; [VI cần duyệt] indirectness
N2,n2_tanos_0355,乾燥,かんそう,"dry, arid, insipid, dehydrated",[VI cần duyệt] dry; [VI cần duyệt] arid; [VI cần duyệt] insipid; [VI cần duyệt] dehydrated
N2,n2_tanos_0356,感想,かんそう,"impressions, thoughts",[VI cần duyệt] impressions; [VI cần duyệt] thoughts
N2,n2_tanos_0357,観測,かんそく,observation,[VI cần duyệt] observation
N2,n2_tanos_0358,寒帯,かんたい,frigid zone,[VI cần duyệt] frigid zone
N2,n2_tanos_0359,官庁,かんちょう,"government office, authorities",[VI cần duyệt] government office; [VI cần duyệt] authorities
N2,n2_tanos_0360,勘違い,かんちがい,"misunderstanding, wrong guess",[VI cần duyệt] misunderstanding; [VI cần duyệt] wrong guess
N2,n2_tanos_0361,缶詰,かんづめ,"packing , canning, canned goods, tin can",[VI cần duyệt] packing; [VI cần duyệt] canning; [VI cần duyệt] canned goods; [VI cần duyệt] tin can
